case_id,age,gender,business_sector,business_age_yrs,num_applicants,cibil_score,num_active_loans,num_overdue_accounts,loan_ask_lakhs,annual_gst_turnover_lakhs,gst_seasonality_cv,revenue_lakhs,cogs_pct,net_profit_margin_pct,cash_profit_lakhs,total_assets_lakhs,total_debt_lakhs,net_worth_lakhs,debt_to_equity,current_ratio,debtors_days,creditors_days,avg_bank_balance_lakhs,total_credits_12m_lakhs,total_debits_12m_lakhs,num_cheque_bounces,num_emi_bounces,bank_credit_to_revenue,loan_to_revenue,loan_to_net_worth,abb_to_loan,cash_profit_to_loan,foir,risk_label,risk_label_3class
GC-LAP-03632,36,M,Trading,1,1,794.0,3,1,162.8,393.9,0.1794,459.4,64.9,12.73,63.7,394.0,118.7,275.2,0.431,1.1,120.0,90,13.8,558.4,501.5,3.0,1,1.215,0.354,0.592,0.0848,0.391,0.651,Medium,Medium
GC-LAP-03633,40,M,Manufacturing,15,2,681.0,4,0,103.1,422.8,0.3587,526.0,61.2,26.63,163.3,238.2,132.4,105.9,1.25,1.32,77.0,49,58.21,611.0,467.9,2.0,0,1.162,0.196,0.974,0.5646,1.583,0.238,Medium-Low,Low
GC-LAP-03634,47,M,Textiles,9,1,810.0,4,0,174.0,153.3,0.0757,184.2,61.4,14.89,32.7,111.5,87.9,23.6,3.722,0.78,108.0,110,11.99,227.2,239.4,0.0,0,1.234,0.945,7.372,0.0689,0.188,1.502,Medium-High,High
GC-LAP-03635,45,M,Food_Processing,1,1,,2,0,99.9,195.7,0.1436,252.3,52.4,18.38,,153.6,126.7,26.9,4.703,1.14,68.0,95,13.75,293.4,316.6,0.0,0,1.163,0.396,3.708,0.1376,0.508,0.52,Medium-Low,Low
GC-LAP-03636,44,M,Services,11,3,615.0,0,0,164.8,309.8,0.1055,225.4,56.6,6.52,15.8,260.4,16.4,243.9,0.067,2.06,36.0,31,17.36,186.5,205.2,0.0,1,0.828,0.731,0.676,0.1053,0.096,1.501,Medium,Medium
GC-LAP-03637,39,F,Trading,7,2,589.0,0,0,121.7,220.5,0.2714,212.6,62.4,16.73,40.3,280.5,124.8,155.7,0.802,1.96,68.0,102,,209.2,190.3,,0,0.984,0.572,0.782,0.0148,0.331,0.435,Medium-High,High
GC-LAP-03638,44,M,Services,2,2,707.0,1,0,84.2,223.6,0.1602,198.8,75.9,12.4,31.8,223.9,59.7,164.2,0.363,1.28,107.0,63,18.16,183.8,140.9,0.0,1,0.924,0.424,0.513,0.2157,0.378,0.57,Low,Low
GC-LAP-03639,41,M,Trading,18,2,800.0,0,0,209.8,142.0,0.0561,113.3,56.0,16.69,22.7,108.1,36.6,71.6,0.511,1.09,124.0,78,9.78,94.0,67.4,0.0,2,0.83,1.852,2.931,0.0466,0.108,1.328,Medium,Medium
GC-LAP-03640,45,M,Trading,10,1,793.0,4,2,125.2,390.0,0.0501,450.3,64.8,21.42,109.7,160.0,59.5,100.5,0.593,2.1,10.0,23,7.83,530.0,452.7,0.0,0,1.177,0.278,1.246,0.0625,0.876,0.383,Low,Low
GC-LAP-03641,38,M,Manufacturing,8,1,729.0,1,0,216.3,190.2,0.0724,256.5,78.4,10.83,32.9,329.8,160.2,169.6,0.945,1.36,91.0,63,6.8,189.6,206.7,0.0,0,0.739,0.843,1.276,0.0314,0.152,1.128,Medium,Medium
GC-LAP-03642,40,M,Trading,8,1,675.0,1,0,163.1,239.0,0.22,238.0,67.5,21.81,58.2,345.1,65.7,279.4,0.235,1.93,58.0,37,4.96,238.3,242.1,3.0,0,1.002,0.685,0.584,0.0304,0.357,0.507,Medium-Low,Low
GC-LAP-03643,34,M,Services,2,2,694.0,6,2,117.1,308.8,0.1649,326.5,54.0,11.04,47.0,293.7,164.6,129.2,1.274,1.72,84.0,22,6.97,335.5,289.8,1.0,0,1.028,0.359,0.907,0.0595,0.401,1.125,Medium-High,High
GC-LAP-03644,41,M,Food_Processing,3,3,,2,0,243.3,,0.1319,57.5,59.5,28.64,18.9,80.8,36.1,44.7,0.807,0.59,53.0,54,21.2,42.6,39.1,0.0,0,0.741,4.233,5.442,0.0871,0.078,2.49,Medium-Low,Low
GC-LAP-03645,35,M,Retail,16,2,785.0,0,0,140.0,97.9,0.1707,93.0,64.6,16.39,19.4,91.5,63.0,28.5,2.213,2.07,65.0,66,3.53,70.8,55.6,0.0,1,0.761,1.505,4.915,0.0252,0.139,1.037,Medium-High,High
GC-LAP-03646,33,M,Construction,7,3,754.0,3,0,159.0,911.0,0.3403,982.6,40.2,30.42,327.9,943.0,281.7,661.3,0.426,2.27,76.0,107,6.48,836.5,920.2,0.0,2,0.851,0.162,0.24,0.0408,2.063,0.125,Medium-Low,Low
GC-LAP-03647,44,M,Trading,10,2,778.0,4,0,100.6,100.8,0.1064,133.9,52.2,33.58,50.2,78.6,59.7,18.9,3.15,1.87,51.0,49,40.28,129.4,136.1,0.0,0,0.967,0.751,5.312,0.4004,0.499,0.767,Medium-Low,Low
GC-LAP-03648,43,M,Textiles,1,2,758.0,2,1,91.1,571.3,0.0842,547.4,62.7,25.79,159.1,164.2,66.6,97.6,0.683,1.85,93.0,61,4.39,523.9,561.0,0.0,0,0.957,0.166,0.933,0.0482,1.747,0.158,Medium-Low,Low
GC-LAP-03649,48,M,Food_Processing,3,2,776.0,3,0,134.3,558.3,0.2657,539.2,82.3,12.66,79.7,401.3,215.7,185.6,1.162,0.92,71.0,54,34.3,531.8,511.8,0.0,0,0.986,0.249,0.724,0.2554,0.594,0.468,Low,Low
GC-LAP-03650,38,M,Food_Processing,13,2,584.0,2,0,70.2,296.2,0.1252,288.1,77.0,15.28,47.1,233.5,51.4,182.1,0.282,1.31,100.0,61,12.23,298.1,291.2,0.0,0,1.035,0.244,0.385,0.1742,0.671,0.47,Medium-Low,Low
GC-LAP-03651,45,M,Manufacturing,11,1,666.0,3,0,131.7,852.4,0.2036,847.2,45.5,29.92,295.2,1234.3,766.5,467.8,1.638,1.69,50.0,89,4.76,959.5,806.3,0.0,2,1.133,0.155,0.282,0.0361,2.242,0.125,Medium-Low,Low
GC-LAP-03652,46,M,Services,18,1,653.0,1,0,135.8,533.3,0.0906,574.6,47.4,26.29,171.6,777.3,468.9,308.5,1.52,1.48,80.0,34,12.75,495.7,533.9,1.0,0,0.863,0.236,0.44,0.0939,1.263,0.149,Low,Low
GC-LAP-03653,45,F,Construction,16,1,648.0,4,0,64.8,344.4,0.326,306.3,81.0,9.72,33.8,430.9,358.2,72.8,4.923,1.94,89.0,86,17.05,228.8,227.3,0.0,0,0.747,0.212,0.891,0.2631,0.522,0.985,Medium,Medium
GC-LAP-03654,35,M,Trading,8,3,720.0,3,0,260.2,393.9,0.3391,414.3,46.3,27.5,135.4,229.4,53.2,176.2,0.302,2.45,86.0,73,3.12,505.7,500.0,0.0,0,1.22,0.628,1.477,0.012,0.52,0.41,Medium-Low,Low
GC-LAP-03655,43,M,Logistics,12,3,633.0,4,0,287.5,584.8,0.2227,574.8,43.9,22.43,151.9,692.6,200.0,492.6,0.406,1.62,69.0,76,18.59,338.0,312.2,0.0,0,0.588,0.5,0.584,0.0647,0.528,0.431,Medium-Low,Low
GC-LAP-03656,44,M,Trading,8,1,663.0,3,0,272.9,396.2,0.0459,435.6,38.5,32.22,171.8,403.1,80.3,322.8,0.249,1.08,71.0,24,9.94,369.8,347.0,2.0,1,0.849,0.626,0.845,0.0364,0.63,0.333,Low,Low
GC-LAP-03657,42,M,Trading,20,3,714.0,2,2,108.4,545.0,0.3241,621.5,53.5,20.33,156.0,969.6,305.2,664.4,0.459,1.47,105.0,62,3.5,594.6,571.9,0.0,0,0.957,0.174,0.163,0.0323,1.439,0.177,Medium-Low,Low
GC-LAP-03658,25,M,Services,15,2,623.0,1,0,133.6,925.2,0.5711,990.3,82.3,8.16,110.5,1032.8,631.2,401.6,1.572,2.59,94.0,95,18.57,1099.8,980.7,0.0,0,1.111,0.135,0.333,0.139,0.827,0.228,Medium-Low,Low
GC-LAP-03659,43,M,Trading,10,2,690.0,2,1,97.9,722.1,0.2679,818.1,70.4,13.66,125.8,1440.1,827.8,612.3,1.352,0.91,85.0,61,3.08,921.4,863.3,0.0,0,1.126,0.12,0.16,0.0315,1.285,0.207,Medium,Medium
GC-LAP-03660,59,M,Food_Processing,11,2,758.0,0,0,187.5,241.3,0.172,216.6,59.8,17.92,41.5,113.7,57.1,56.6,1.009,2.09,10.0,86,30.61,254.5,240.7,1.0,0,1.175,0.865,3.313,0.1633,0.222,0.65,Medium-Low,Low
GC-LAP-03661,39,M,Trading,17,2,646.0,4,2,108.5,165.2,0.158,172.9,79.3,10.77,25.1,173.2,52.0,121.2,0.429,0.99,97.0,24,30.13,172.7,136.7,1.0,0,0.999,0.628,0.895,0.2777,0.232,1.577,Medium-High,High
GC-LAP-03662,36,M,Trading,12,2,767.0,2,0,137.0,310.1,0.1195,330.9,82.6,12.95,55.1,275.6,78.6,197.0,0.399,1.51,26.0,54,12.75,358.5,330.3,1.0,0,1.083,0.414,0.695,0.0931,0.403,0.575,Low,Low
GC-LAP-03663,44,M,Services,17,1,671.0,1,0,149.9,1282.4,0.2924,1315.3,53.7,19.34,292.5,2282.6,852.8,1429.8,0.596,2.02,73.0,66,12.65,813.1,749.9,0.0,0,0.618,0.114,0.105,0.0844,1.952,0.094,Low,Low
GC-LAP-03664,44,M,Manufacturing,1,1,736.0,2,2,62.4,131.6,0.339,129.0,40.8,,28.4,56.2,45.0,11.2,4.021,1.64,80.0,77,5.32,144.6,116.9,0.0,0,1.121,0.484,5.57,0.0853,0.456,0.738,Medium-High,High
GC-LAP-03665,51,M,Retail,12,2,653.0,1,0,117.9,258.3,0.3323,265.8,44.2,39.78,111.9,148.1,36.4,111.6,0.326,1.91,105.0,5,19.45,215.1,187.6,1.0,0,0.809,0.444,1.056,0.165,0.949,0.205,Low,Low
GC-LAP-03666,31,M,Retail,7,1,747.0,3,0,208.7,272.9,0.2824,313.0,50.0,20.86,72.5,355.9,42.0,313.9,0.134,2.28,101.0,97,9.82,245.9,223.0,0.0,0,0.786,0.667,0.665,0.0471,0.348,0.662,Medium-Low,Low
GC-LAP-03667,47,M,Services,18,2,701.0,1,0,1194.4,165.7,0.3801,157.3,59.1,22.33,41.2,204.3,99.2,105.1,0.944,1.54,93.0,88,71.16,123.5,100.3,0.0,0,0.785,7.591,11.365,0.0596,0.034,4.325,Medium-Low,Low
GC-LAP-03668,46,M,Food_Processing,17,2,747.0,0,0,41.7,326.1,0.2619,348.3,80.3,9.66,40.6,316.9,203.9,113.0,1.804,1.07,86.0,61,12.78,301.5,304.9,0.0,1,0.866,0.12,0.369,0.3065,0.975,0.148,Low,Low
GC-LAP-03669,40,M,Services,10,2,687.0,3,0,82.1,200.9,0.1088,234.5,70.8,10.98,34.2,245.9,131.2,114.6,1.145,1.78,122.0,55,13.34,200.7,175.8,0.0,0,0.856,0.35,0.716,0.1625,0.416,0.873,Medium-Low,Low
GC-LAP-03670,44,F,Construction,17,2,753.0,1,0,84.0,289.3,0.1619,337.7,49.7,20.77,78.3,483.0,207.9,275.2,0.755,1.48,44.0,40,6.5,359.1,364.3,2.0,1,1.064,0.249,0.305,0.0774,0.933,0.231,Low,Low
GC-LAP-03671,50,M,Food_Processing,18,3,770.0,0,0,57.0,266.7,0.0787,244.2,67.1,21.4,55.8,291.1,166.4,124.6,1.335,1.38,116.0,8,8.97,182.5,154.2,0.0,1,0.747,0.233,0.457,0.1574,0.98,0.147,Low,Low
GC-LAP-03672,48,M,Construction,10,1,727.0,0,0,389.7,307.1,0.3215,331.4,67.5,21.76,81.7,339.3,166.8,172.5,0.967,1.6,101.0,42,25.7,407.0,412.9,0.0,0,1.228,1.176,2.259,0.0659,0.21,0.687,Medium-Low,Low
GC-LAP-03673,32,M,Trading,22,2,691.0,4,0,117.6,152.9,0.2252,162.2,43.6,36.09,,208.1,114.9,93.3,1.232,0.91,80.0,23,7.95,195.1,172.2,,0,1.203,0.725,1.261,0.0676,0.54,0.645,Medium,Medium
GC-LAP-03674,48,M,Manufacturing,9,2,705.0,1,2,108.9,210.2,0.0776,228.8,53.9,28.43,74.2,127.3,33.8,93.5,0.361,1.56,67.0,92,20.93,166.6,146.4,0.0,0,0.728,0.476,1.164,0.1922,0.682,0.292,Medium-Low,Low
GC-LAP-03675,41,M,Construction,8,1,644.0,6,0,175.4,268.5,0.2662,311.0,36.0,34.51,118.4,447.9,192.7,255.3,0.755,1.53,55.0,36,39.1,313.4,243.2,1.0,0,1.008,0.564,0.687,0.2229,0.675,0.518,Medium-Low,Low
GC-LAP-03676,42,M,Logistics,14,1,732.0,2,2,84.6,292.9,0.1254,279.1,66.0,19.99,68.7,205.4,173.5,31.9,5.43,1.48,74.0,35,13.87,316.0,326.1,0.0,0,1.132,0.303,2.648,0.1639,0.812,0.352,Low,Low
GC-LAP-03677,42,M,Services,8,2,757.0,1,0,186.9,301.7,0.2334,361.6,56.4,26.97,114.0,536.4,367.9,168.5,2.183,1.69,65.0,82,6.66,277.7,268.8,0.0,1,0.768,0.517,1.109,0.0356,0.61,0.289,Medium-Low,Low
GC-LAP-03678,40,M,Trading,10,2,813.0,3,0,85.0,453.8,0.2376,444.0,60.2,25.72,121.3,469.4,377.0,92.4,4.082,0.92,97.0,51,11.8,413.4,265.6,0.0,0,0.931,0.191,0.92,0.1388,1.427,0.249,Low,Low
GC-LAP-03679,51,M,Services,17,1,798.0,1,1,276.6,139.1,0.1028,151.0,72.6,14.49,28.0,165.3,21.7,143.6,0.151,0.96,107.0,71,164.91,119.8,91.6,0.0,0,0.793,1.832,1.926,0.5962,0.101,1.636,Medium-High,High
GC-LAP-03680,41,F,Construction,10,1,661.0,3,1,130.6,248.8,0.1291,253.8,73.8,17.99,53.2,423.2,209.0,214.3,0.975,2.13,19.0,62,11.04,151.8,136.3,0.0,0,0.598,0.515,0.61,0.0845,0.407,0.692,Medium-Low,Low
GC-LAP-03681,33,M,Manufacturing,1,2,732.0,2,1,276.5,156.5,0.0863,196.6,71.6,12.53,33.5,254.0,66.3,187.7,0.353,0.98,98.0,79,8.89,226.8,240.7,0.0,0,1.154,1.407,1.473,0.0322,0.121,1.546,Medium-High,High
GC-LAP-03682,38,M,Textiles,11,1,712.0,3,1,174.0,145.6,0.1829,155.6,71.6,15.08,26.8,256.1,179.9,76.2,2.363,1.72,82.0,45,3.41,129.2,86.0,2.0,1,0.83,1.118,2.285,0.0196,0.154,1.608,Low,Low
GC-LAP-03683,43,M,Textiles,6,2,793.0,3,0,29.6,383.1,0.2957,443.7,59.4,32.49,152.3,296.2,166.2,130.0,1.279,2.72,104.0,64,23.78,465.9,411.1,0.0,0,1.05,0.067,0.228,0.8034,5.145,0.146,Low,Low
GC-LAP-03684,51,M,Services,14,2,677.0,3,0,58.0,317.4,0.3936,294.9,58.8,19.99,62.5,598.8,191.9,406.9,0.472,1.49,110.0,36,15.33,355.4,386.6,0.0,0,1.205,0.197,0.143,0.2643,1.077,0.422,Low,Low
GC-LAP-03685,46,M,Manufacturing,13,2,772.0,3,0,322.6,205.3,0.2524,211.1,77.6,10.07,29.9,278.1,141.6,136.5,1.038,1.53,75.0,77,20.31,258.4,278.5,0.0,0,1.224,1.528,2.363,0.063,0.093,2.154,Medium-Low,Low
GC-LAP-03686,35,M,Construction,17,1,660.0,1,2,99.7,198.1,0.1496,223.9,55.2,16.42,42.0,364.2,195.5,168.7,1.159,1.6,43.0,93,7.27,229.1,191.5,0.0,0,1.024,0.445,0.591,0.0729,0.421,0.485,Medium-Low,Low
GC-LAP-03687,61,M,Manufacturing,14,2,713.0,2,2,41.6,120.0,0.1316,97.4,42.0,38.81,40.0,116.4,83.1,33.3,2.492,2.5,47.0,92,32.13,75.6,68.8,1.0,0,0.776,0.427,1.248,0.7724,0.963,0.449,Medium-Low,Low
GC-LAP-03688,44,M,Services,15,2,666.0,5,0,89.5,626.4,0.3107,620.9,37.2,43.79,301.9,541.5,303.1,238.4,1.272,1.7,49.0,119,63.19,629.5,582.6,0.0,0,1.014,0.144,0.375,0.706,3.373,0.142,Low,Low
GC-LAP-03689,52,M,Manufacturing,6,3,602.0,0,0,97.2,272.5,0.1506,257.4,71.3,13.21,42.7,466.0,74.8,391.2,0.191,1.69,92.0,83,14.42,269.6,252.1,0.0,0,1.047,0.378,0.248,0.1484,0.439,0.328,Medium-Low,Low
GC-LAP-03690,40,M,Services,14,2,665.0,2,0,258.5,96.7,0.2042,81.4,58.5,25.13,23.5,88.3,40.9,47.4,0.862,1.53,47.0,63,13.85,77.5,65.7,0.0,1,0.951,3.174,5.452,0.0536,0.091,2.096,Medium,Medium
GC-LAP-03691,46,M,Trading,19,2,704.0,5,0,73.3,315.0,0.4283,238.1,73.3,13.16,32.5,281.4,177.4,104.0,1.706,0.63,10.0,30,18.2,174.4,165.2,0.0,0,0.732,0.308,0.705,0.2483,0.444,1.247,Medium-Low,Low
GC-LAP-03692,48,M,Retail,6,1,805.0,1,0,112.7,176.0,0.1127,193.0,45.1,23.68,53.5,251.0,125.9,125.1,1.006,1.42,120.0,35,6.27,284.8,251.5,0.0,0,1.476,0.584,0.901,0.0556,0.475,0.415,Low,Low
GC-LAP-03693,51,M,Retail,18,2,654.0,1,0,233.2,196.6,0.2313,183.8,56.6,24.37,52.2,318.9,256.8,62.1,4.135,1.57,75.0,74,38.13,165.3,169.4,0.0,1,0.9,1.269,3.755,0.1635,0.224,0.759,Medium-High,High
GC-LAP-03694,50,F,Logistics,7,1,683.0,5,2,91.1,599.2,0.0521,443.1,63.4,19.35,106.2,616.4,181.2,435.1,0.416,2.38,123.0,105,28.67,429.2,322.3,1.0,1,0.969,0.206,0.209,0.3147,1.166,0.406,Medium-High,High
GC-LAP-03695,48,M,Trading,5,2,633.0,3,0,72.6,253.6,0.3774,293.4,82.4,12.37,50.7,353.8,289.8,64.1,4.524,2.28,73.0,90,13.69,264.9,242.7,0.0,1,0.903,0.247,1.133,0.1886,0.698,0.561,Medium,Medium
GC-LAP-03696,39,F,Manufacturing,11,1,789.0,3,0,150.9,960.1,0.5079,919.9,51.5,23.95,254.7,1599.3,677.6,921.7,0.735,0.98,133.0,33,13.45,903.6,802.5,0.0,1,0.982,0.164,0.164,0.0891,1.688,0.156,Medium-Low,Low
GC-LAP-03697,37,M,Trading,13,1,692.0,0,0,193.3,2454.2,0.3541,2351.0,73.1,13.06,318.8,1330.3,424.9,905.3,0.469,1.84,96.0,5,29.3,3168.5,2803.7,0.0,0,1.348,0.082,0.214,0.1516,1.649,0.087,Low,Low
GC-LAP-03698,44,M,Manufacturing,14,1,699.0,1,1,115.9,784.8,0.3959,965.8,57.8,26.15,277.7,1246.3,578.8,667.6,0.867,1.44,70.0,81,3.2,1061.5,1014.7,1.0,0,1.099,0.12,0.174,0.0276,2.396,0.082,Medium,Medium
GC-LAP-03699,49,M,Manufacturing,5,1,699.0,0,1,175.7,143.1,0.2779,127.5,55.2,23.56,34.8,111.3,5.6,105.7,0.053,2.16,33.0,52,38.04,119.5,107.5,0.0,0,0.937,1.378,1.662,0.2165,0.198,0.727,Medium,Medium
GC-LAP-03700,40,M,Services,12,1,602.0,2,0,87.6,802.1,0.106,869.9,72.8,13.43,143.5,495.1,215.1,280.0,0.768,1.46,100.0,53,9.09,810.7,804.4,0.0,0,0.932,0.101,0.313,0.1038,1.638,0.172,Low,Low
GC-LAP-03701,50,M,Services,6,1,632.0,1,0,36.9,200.8,0.1821,226.9,78.5,9.9,28.8,353.2,157.8,195.4,0.808,1.33,43.0,66,49.25,237.9,226.5,0.0,0,1.049,0.163,0.189,1.3347,0.781,0.392,Medium,Medium
GC-LAP-03702,53,M,Manufacturing,2,1,662.0,1,0,203.6,425.5,0.2807,489.8,61.7,26.85,153.3,219.6,106.2,113.4,0.936,1.11,91.0,93,8.52,532.1,465.7,0.0,0,1.086,0.416,1.795,0.0418,0.753,0.23,Medium-Low,Low
GC-LAP-03703,34,M,Trading,5,1,756.0,1,1,65.8,789.7,0.1883,581.8,32.3,46.88,284.0,548.3,75.7,472.6,0.16,1.26,63.0,82,13.63,457.3,387.1,2.0,0,0.786,0.113,0.139,0.2071,4.317,0.054,Low,Low
GC-LAP-03704,35,M,Services,6,2,570.0,0,0,83.7,136.9,0.2763,162.1,50.7,34.58,60.3,56.8,35.7,21.0,1.701,1.47,64.0,53,8.18,126.0,76.8,2.0,0,0.777,0.516,3.984,0.0977,0.72,0.2,Medium,Medium
GC-LAP-03705,40,M,Trading,12,2,752.0,1,1,138.2,326.5,,321.4,53.4,29.26,103.3,226.6,106.1,120.5,0.881,0.88,85.0,73,46.25,277.3,254.4,0.0,0,0.863,0.43,1.147,0.3347,0.747,0.251,Low,Low
GC-LAP-03706,44,F,Textiles,15,1,740.0,1,0,215.1,325.7,0.2469,334.6,68.6,28.22,115.8,357.3,298.9,58.4,5.12,1.43,114.0,77,15.7,303.2,288.7,2.0,1,0.906,0.643,3.684,0.073,0.538,0.319,Medium-Low,Low
GC-LAP-03707,37,M,Manufacturing,2,2,611.0,5,0,114.5,163.0,0.1379,192.3,42.3,24.12,47.3,191.0,143.1,47.8,2.992,0.88,77.0,6,25.37,127.6,129.0,0.0,0,0.664,0.595,2.394,0.2216,0.413,0.982,Medium,Medium
GC-LAP-03708,52,M,Trading,11,2,700.0,3,0,88.9,84.3,0.2803,92.8,60.7,17.64,21.1,147.9,83.6,64.3,1.301,1.79,66.0,51,3.22,113.2,99.9,0.0,0,1.219,0.958,1.383,0.0362,0.237,1.461,Medium-Low,Low
GC-LAP-03709,45,F,Manufacturing,4,1,789.0,7,0,292.8,495.4,0.1559,432.7,61.5,28.36,128.5,1053.6,648.7,404.9,1.602,2.17,117.0,85,12.53,481.3,517.1,0.0,1,1.112,0.677,0.723,0.0428,0.439,0.655,Low,Low
GC-LAP-03710,42,M,Manufacturing,13,1,655.0,1,0,100.0,111.5,0.0858,140.8,65.2,20.87,33.6,64.4,18.4,46.0,0.401,1.73,156.0,51,3.85,118.7,103.2,1.0,1,0.843,0.71,2.176,0.0385,0.336,0.607,Medium,Medium
GC-LAP-03711,30,M,Textiles,6,1,686.0,0,0,103.1,473.2,0.2433,500.8,73.4,12.31,81.0,459.1,194.5,264.6,0.735,1.39,60.0,23,4.57,262.9,265.4,0.0,0,0.525,0.206,0.39,0.0443,0.786,0.183,Medium-Low,Low
GC-LAP-03712,31,M,Trading,4,3,885.0,2,0,46.7,262.3,0.255,298.4,44.0,25.03,85.4,264.3,91.2,173.2,0.527,1.61,95.0,94,13.98,270.8,239.7,2.0,1,0.907,0.156,0.27,0.2994,1.829,0.219,Low,Low
GC-LAP-03713,44,F,Construction,13,2,739.0,1,0,128.7,766.4,0.3056,673.7,55.9,24.76,186.1,648.9,363.1,285.9,1.27,1.25,60.0,60,16.76,789.4,768.8,0.0,0,1.172,0.191,0.45,0.1302,1.446,0.132,Low,Low
GC-LAP-03714,25,M,Trading,7,1,704.0,0,0,286.2,135.9,0.0823,141.7,54.3,14.65,27.2,249.7,94.1,155.6,0.605,1.94,98.0,13,10.09,123.8,102.6,0.0,1,0.874,2.02,1.839,0.0353,0.095,1.515,Medium-High,High
GC-LAP-03715,50,M,Construction,8,2,691.0,3,0,50.2,284.6,0.3771,284.3,56.1,18.3,60.1,341.4,108.7,232.7,,2.02,85.0,72,16.81,358.2,359.3,0.0,1,1.26,0.177,0.216,0.3349,1.197,0.42,Low,Low
GC-LAP-03716,40,M,Food_Processing,1,2,742.0,1,1,78.4,1300.5,0.0786,1169.8,55.0,20.12,264.2,1710.9,935.4,775.5,1.206,1.83,110.0,67,5.88,861.1,725.6,1.0,0,0.736,0.067,0.101,0.075,3.37,0.065,Low,Low
GC-LAP-03717,65,F,Retail,14,1,761.0,0,1,117.4,182.6,0.1479,158.5,61.2,13.69,27.0,125.6,29.4,96.2,0.306,2.35,82.0,43,10.75,134.6,118.9,3.0,1,0.849,0.741,1.22,0.0916,0.23,0.626,Medium,Medium
GC-LAP-03718,60,F,Manufacturing,14,2,590.0,2,1,165.9,945.1,0.2145,1051.1,72.4,17.55,211.4,423.2,83.8,339.5,0.247,,130.0,89,13.91,748.7,695.4,0.0,2,0.712,0.158,0.489,0.0838,1.274,0.17,High,High
GC-LAP-03719,40,M,Retail,10,1,585.0,0,0,143.9,173.3,0.284,179.1,48.5,36.5,70.0,306.2,31.7,274.5,,2.29,66.0,56,7.1,176.0,172.7,0.0,0,0.982,0.803,0.524,0.0493,0.487,0.296,Medium-Low,Low
GC-LAP-03720,41,F,Services,2,2,660.0,2,0,122.9,335.7,0.3862,377.3,49.9,31.71,136.9,736.3,394.2,342.1,1.152,1.47,75.0,63,61.92,418.7,414.4,0.0,2,1.11,0.326,0.359,0.5038,1.114,0.217,Medium-Low,Low
GC-LAP-03721,49,M,Trading,16,2,710.0,1,0,80.7,165.1,0.3212,155.6,50.6,34.04,58.5,177.5,81.2,96.3,0.844,1.15,27.0,81,21.95,147.1,126.2,0.0,0,0.946,0.519,0.838,0.272,0.725,0.301,Low,Low
GC-LAP-03722,55,M,Construction,6,2,724.0,4,0,272.6,431.7,0.232,414.7,75.6,12.88,62.6,652.2,227.3,425.0,0.535,1.63,33.0,68,7.13,364.8,337.7,0.0,0,0.88,0.657,0.641,0.0262,0.23,1.01,Medium-Low,Low
GC-LAP-03723,28,F,Food_Processing,7,2,617.0,3,2,33.9,123.9,0.2228,132.1,55.3,28.71,42.4,195.3,132.3,63.0,2.098,2.91,67.0,28,36.04,146.9,117.9,0.0,0,1.112,0.257,0.538,1.0631,1.251,0.54,Medium-Low,Low
GC-LAP-03724,27,M,Manufacturing,21,2,707.0,2,1,237.4,206.0,0.0285,237.6,55.4,23.01,55.9,365.6,323.8,41.9,7.736,1.72,96.0,41,21.75,249.7,239.6,2.0,0,1.051,0.999,5.672,0.0916,0.235,0.827,High,High
GC-LAP-03725,37,M,Retail,6,1,715.0,0,0,404.4,210.5,0.1855,222.8,90.0,4.83,17.7,202.4,85.7,116.7,0.735,0.52,48.0,44,7.78,212.4,225.5,1.0,0,0.954,1.815,3.466,0.0192,0.044,3.294,Medium,Medium
GC-LAP-03726,46,M,Trading,13,1,669.0,5,0,187.2,182.0,0.2238,178.9,53.6,29.5,,338.6,182.7,155.9,1.172,2.45,46.0,60,17.46,235.1,235.1,,0,1.314,1.046,1.201,0.0933,0.318,0.957,Medium,Medium
GC-LAP-03727,45,M,Trading,12,3,687.0,2,0,84.2,839.0,0.4039,1050.9,47.5,28.07,332.8,1282.5,553.0,729.5,0.758,1.49,55.0,64,22.06,1168.0,1036.6,0.0,0,1.111,0.08,0.115,0.262,3.953,0.072,Medium-Low,Low
GC-LAP-03728,50,F,Textiles,11,2,676.0,2,0,142.7,174.9,0.1685,162.9,38.1,41.0,68.5,226.2,160.9,65.4,2.461,0.93,72.0,5,17.39,143.5,147.0,0.0,1,0.881,0.876,2.183,0.1219,0.48,0.475,Medium,Medium
GC-LAP-03729,32,F,Services,11,2,747.0,3,0,59.8,326.8,0.3041,293.3,83.5,7.89,31.1,348.9,133.9,215.0,0.623,1.39,90.0,62,6.8,188.8,179.6,0.0,0,0.644,0.204,0.278,0.1137,0.52,0.856,Medium,Medium
GC-LAP-03730,25,M,Manufacturing,11,2,720.0,2,1,67.6,1100.3,0.1332,1311.2,74.0,20.56,320.7,1222.4,344.1,878.2,0.392,1.44,63.0,63,8.07,1182.7,1198.9,1.0,2,0.902,0.052,0.077,0.1194,4.744,0.068,Medium-Low,Low
GC-LAP-03731,48,F,Services,11,2,651.0,0,0,165.9,357.2,0.3184,474.7,58.5,20.7,117.7,485.3,105.9,379.4,0.279,1.82,41.0,67,14.9,479.6,430.9,2.0,1,1.01,0.349,0.437,0.0898,0.709,0.203,Medium-Low,Low
